SciFi_Movies.Name,SciFi_Movies.Duration,SciFi_Movies.Rating,SciFi_Movies.Release_date,SciFi_Movies.Plot,SciFi_Movies.Budget,Movie_Staff.StaffID,Movie_Staff.Name,Movie_Staff.JobTitle,Movie_Staff.AvgSalary,Movie_Staff.DOB,Movie_Staff.Email,Movie_Staff.phone,Characters.FilmID,Characters.CharID,Characters.Name,Characters.Appearance,Characters.Background,Characters.ActorID,Works_On.FilmID,Works_On.StaffID,Segments.FilmID,Segments.Number,Segments.Duration,Segments.Setting,Segments.Discription,Part_In.FilmID,Part_In.SegmentNum,Part_In.CharID
null,null,null,null,null,null,null,null,null,null,null,null,null,The Last Sharknado Its About Time,2,Cindy Jones,Tall character with Gray hair and Brown eyes. Additionally the character has Mole above right eyebrow.,Character comes from a noble or aristocratic family.,105,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Last Sharknado Its About Time,3,Thomas Howard,Slender character with Blonde hair and Blue eyes.,Character comes from a humble background as a peasant or commoner.,185,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Last Sharknado Its About Time,4,Susan Lewis,Curvy character with Gray hair and Gray eyes.,Character operates outside the law often as a fugitive or rebel.,47,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Last Sharknado Its About Time,5,Lauren Thomas,Stocky character with Black hair and Green eyes.,Character seeks excitement and adventure.,2,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Last Sharknado Its About Time,6,Todd Taylor,Short character with Black hair and Blue eyes.,Character is devoted to religious practices and beliefs.,31,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Minutemen,1,Joshua Mejia,Slender character with Black hair and Hazel eyes.,Character seeks excitement and adventure.,83,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Minutemen,2,Shane Ellis,Lean character with Brown hair and Blue eyes. Additionally the character has Tattoo on forearm.,Character comes from a noble or aristocratic family.,120,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Minutemen,3,Jennifer King,Curvy character with Blonde hair and Green eyes.,Character is trained in combat and warfare.,50,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Minutemen,4,Lori Davis,Athletic character with Brown hair and Hazel eyes.,Character is trained in combat and warfare.,49,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Philadelphia Experiment,1,Daniel Clark,Average character with Gray hair and Hazel eyes.,Character seeks excitement and adventure.,101,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Philadelphia Experiment,2,Sheena Zuniga,Tall character with Red hair and Gray eyes. Additionally the character has Tattoo on forearm.,Character is educated and scholarly in nature.,161,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Philadelphia Experiment,3,Alison Berg,Slender character with Blonde hair and Hazel eyes.,Character operates outside the law often as a fugitive or rebel.,184,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Philadelphia Experiment,4,Eric Tran,Stocky character with Brown hair and Gray eyes.,Character is skilled in stealth and thievery.,21,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Philadelphia Experiment,5,Amanda Vaughn,Muscular character with White hair and Hazel eyes.,Character is skilled in stealth and thievery.,58,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Privilege,1,Jonathan Rodriguez,Muscular character with Blonde hair and Gray eyes.,Character comes from a humble background as a peasant or commoner.,54,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Privilege,2,Jonathan Morris,Athletic character with Gray hair and Green eyes.,Character is skilled in stealth and thievery.,33,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Privilege,3,Miss Shannon Stevenson,Muscular character with Brown hair and Hazel eyes.,Character is involved in trade or commerce.,32,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Privilege,4,Sean Davis,Lean character with White hair and Green eyes. Additionally the character has Mole above right eyebrow.,Character is involved in trade or commerce.,104,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Privilege,5,Mr. Andrew Lynn,Average character with Blonde hair and Blue eyes. Additionally the character has Freckles across nose.,Character is trained in combat and warfare.,78,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Six Million Dollar Man,1,Lauren George,Slender character with Brown hair and Gray eyes. Additionally the character has Birthmark on neck.,Character is involved in trade or commerce.,68,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Six Million Dollar Man,2,Paul Rogers,Chubby character with Blonde hair and Blue eyes.,Character is involved in trade or commerce.,118,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Six Million Dollar Man,3,Francisco Bryant,Chubby character with Gray hair and Hazel eyes.,Character is involved in trade or commerce.,79,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Six Million Dollar Man,4,Dr. Timothy Lopez,Muscular character with Black hair and Hazel eyes.,Character is involved in trade or commerce.,12,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Six Million Dollar Man,5,Ryan Sellers,Average character with Gray hair and Hazel eyes.,Character operates outside the law often as a fugitive or rebel.,36,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Six Million Dollar Man,6,Amy Young,Curvy character with Brown hair and Hazel eyes.,Character is devoted to religious practices and beliefs.,157,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Star Wars Holiday Special,1,Michele Lynch,Slender character with Red hair and Blue eyes.,Character operates outside the law often as a fugitive or rebel.,65,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Star Wars Holiday Special,2,Daniel Olson,Average character with White hair and Blue eyes.,Character is trained in combat and warfare.,84,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Star Wars Holiday Special,3,Rachel Kelly,Slender character with Black hair and Brown eyes. Additionally the character has Birthmark on neck.,Character operates outside the law often as a fugitive or rebel.,43,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Star Wars Holiday Special,4,Billy Saunders,Curvy character with Red hair and Brown eyes.,Character is talented in creative pursuits such as art or music.,119,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Suite Life Movie,1,Scott Flynn,Short character with Gray hair and Green eyes. Additionally the character has Tattoo on forearm.,Character operates outside the law often as a fugitive or rebel.,11,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Suite Life Movie,2,Daniel Deleon,Slender character with Blonde hair and Green eyes.,Character is skilled in stealth and thievery.,30,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,The Suite Life Movie,3,Lindsey Rich,Slender character with Black hair and Brown eyes.,Character is trained in combat and warfare.,171,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Threads,1,David Hale,Muscular character with White hair and Green eyes.,Character is trained in combat and warfare.,173,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Threads,2,Richard Foster,Athletic character with White hair and Blue eyes.,Character seeks excitement and adventure.,102,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Threads,3,Angel Baldwin,Chubby character with White hair and Green eyes.,Character is involved in trade or commerce.,191,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Threads,4,Michael Walls,Curvy character with Blonde hair and Gray eyes. Additionally the character has Tattoo on forearm.,Character operates outside the law often as a fugitive or rebel.,39,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Threads,5,Jerry Rodriguez,Slender character with Black hair and Green eyes.,Character comes from a humble background as a peasant or commoner.,143,null,null,null,null,null,null,null,null,null,null
